id,description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
641820,"Peace and quiet, privacy, taste.<br /><br />Bed and Bath<br /><br />FREE PARKING<br /><br />You have the sole use of a complete floor with 2 rooms within a stylish pre-war flat.<br />(I live upstairs and only use the stairs.)<br /><br />NO kitchen.<br /><br />If 2 persons only, you can use the masterbedroom for € 69,- / € 79,-.<br /><br />If 2 persons wants to sleep separately and they want to use also the bed in the smaller room, for € 99,- / € 109.-.<br />(please make a request for THREE guests.) <br /><br />Good bus connections.<br /><br />No smoking!<br /><br />Breakfast is not possible.<br /><br /><b>The space</b><br />You have the sole use of a complete floor with two rooms, own bathroom, within a stylish pre-war flat<br /><br /><b>Guest access</b><br />- a spacious, luxurious double room with a quality box-spring bed (lits jumeaux) with a seat.<br />- a small room with a comfortable couch and working space<br />- large bathroom with a toilet, a shower, bath. A hairdryer for your",3206829,Coco,100%,74%,"['email', 'phone']",Duinzigt,52.10297,4.32047,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Private patio or balcony"", ""Nespresso machine"", ""Heating"", ""Smoke alarm"", ""Paid street parking off premises"", ""Refrigerator"", ""Paid parking lot on premises \u2013 1 space"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Body soap"", ""TV with standard cable"", ""EV charger"", ""Single level home"", ""Long term stays allowed"", ""Hangers"", ""Dining table""]",$72.00,250
730922,"Nice & cheery but very small room ( suitable for 1 person) in 3 bedroom flat Centrum Den Haag. There is a bunkbed <br />(1 single +1 double) , opening  French doors a  dresser +  view of children's farm<br /><br />FYI: My other room is also small but larger and suitable for 2 or for a stay of more than a week.<br /><br />Shared Facilities: Kitchen, Bath w  Jacuzzi, Toilet room, Living Room  WIFI +  15 min walk to  Centrum & 10 min tram or bike to the beach at Scheveningen.<br /><br /><b>The space</b><br />Nice, cheery and light but very small room     ( suitable for 1 person for not more than a week ) in 3 bedroom flat Centrum Den Haag. <br /><br />FYI: my other room is also small but quite a bit larger so suitable for 2 or a stay of more than a week for 1.<br /><br />The room is fully furnished with a bunk bed (single bed on top and a double bed on the bottom ), full height opening double French doors with opening window above looking out onto the children's farm, a tall dresser for c",1003354,Paul,100%,90%,"['email', 'phone']",Schildersbuurt-West,52.07198,4.29595,Private room,,1.5 shared baths,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Shared hot tub"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Stove"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Shampoo"", ""Host greets you"", ""Hangers""]",$35.00,232
774806,"quiet | spacious | modern | warm<br /><br /><b>The space</b><br />small, light and sunny - private - masterbedroom with a double. 2nd bedroom is smaller but has a lot of light and fresh air. bathroom has a toilet and a spacious shower. the kitchen is fully equipped with dishwasher and nespresso machine<br /><br />right between citycenter and the quiet beach so perfect for tourist stuff and relaxation in the water :)<br /><br />close to shoppingstreets with supermarkets and small restaurants<br /><br />u can reach the appartment both from central and hs station with public transport <br /><br />parking is available in the street and will cost 10eur60 a night<br /><br />the best check in times will be between 10am and 7pm. your keys will be waiting at my cafe with a complementary drink to start your holiday in style! <br /><br />i will be available on whatsapp for advice and tips where to go and what to do in the hague. <br /><br />breakfast will be available in my cafe from 10am in the ",4069743,James,100%,69%,"['email', 'phone']",Koningsplein en omgeving,52.07722,4.28061,Entire home/apt,,1 bath,"[""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Shampoo"", ""Essentials"", ""Stove"", ""Oven"", ""Washer"", ""Heating"", ""Dishes and silverware"", ""TV"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Refrigerator"", ""Cooking basics"", ""Dishwasher""]",$125.00,59
800960,"Fully independent apartment on the 38th floor of The Hague Tower, welcome to The Penthouse Apartments on Top of the City. Enjoy stunning views of the city of The Hague and the coastline, all the way up to Hook of Holland.<br /><br />Enjoy your comfortable skyscraper home! Includes comfortable double bed, Samsung Smart-TV and Nespresso machine.<br /><br /><b>The space</b><br />Amazing apartment on one of the top floors (38th) of The Hague Tower. This is apartment 767. Enjoy stunning views of city of The Hague and the coastline, all the way up to Hook of Holland.<br /><br />Central location right next to The Hague HS station. The city centre is within walking (10mins) distance. Living room with bedroom, open kitchen and bathroom with soft bath towels. Perfect for a night or longer stay in The Hague, your own skyscraper apartment!<br /><br />The tower also features a business lounge with free access and a basic fitness facility (free entrance). New York's famous flatiron building served a",300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Rivierenbuurt-Zuid,52.07244,4.32545,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Microwave"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$244.00,178
819029,"A special spacious TOP apartment, right in the old city center with both train stations at 500 meters. Private entrance, (private) private parking 15.00 Euro per day, separate toilet, spacious shower, fully equipped kitchen, washing machine and dryer. For Short-long Stay, weekend work and holiday stay.<br /><br /><b>The space</b><br />Short Stay MAFF TOP Apartment The Hague is a stylish, luxurious, trendy design apartment located in the center of The Hague, within walking distance (550 meters) from Hollands Spoor and CS The Hague. The Top apartment is housed in an old historic house and has its own entrance with intercom. To make your stay, weekend, long or short stay a fantastic and experience, the hotel apartment is fully equipped. A weekend in The Hague or for a business stay overnight, short stay TOP apartment is ideal for this. The Top apartment has its own private parking and internet. In the neighborhood you will find several supermarkets, restaurants, bakeries and other shops. ",541315,Arthur,100%,100%,"['email', 'phone', 'work_email']",Zuidwal,52.07425,4.31658,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Building staff"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Paid parking on premises"", ""Essentials"", ""Cable TV"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free washer \u2013 In unit"", ""Dryer"", ""Stove"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""TV with standard cable"", ""EV charger"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$110.00,46
822901,"Romantic renovated home in the old town<br />*****<br />This house is featured on:<br />HOUSE HUNTERS INTERNATIONAL<br /><br /><b>The space</b><br />Ideally located in a pleasant quiet part of the historic centre of the city of Delft. The home was inhabited for the last 28 years by a traveling artist who has now settled down with his family in Delft.<br />Each year in summer, we visit Asia for 4-6 weeks, and during this time the house would be available to a family for 3-4 weeks.<br />  <br />The house is built in 1871, renovated in 1994 and 2021. 126m2 in total. I am in the process of updating the photo's. <br />Spacious first floor, toilet, with kitchen, dining room, living room and guestroom. Small terrace with glass roof near kitchen  with access to the studio (25m2).<br />WIFI, large flatscreen Oled TV and fully equipped kitchen, oven, microwave, Sage Espresso machine plus dishwasher.<br />Antique (steep!) wooden stairs lead to the attic floor with two bedrooms. Bathroom (hairdrye",4320911,Willem,100%,0%,"['email', 'phone']",Vliegeniersbuurt,52.01254,4.35431,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Fire extinguisher"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$185.00,130
857470,"Fully independent apartment on the 38th floor of The Hague Tower, welcome to The Penthouse Apartments on Top of the City.  Enjoy stunning views of city of The Hague, the coastline, Delft, Rotterdam and Hook of Holland.<br /><br />Enjoy your comfortable skyscraper home! Includes comfortable double bed, Samsung Smart-TV and Nespresso machine.<br /><br /><b>The space</b><br />Amazing apartment on one of the top floors (38th) of The Hague Tower. This is apartment 769. Enjoy stunning views of city of The Hague, the coastline, Delft, Rotterdam and Hook of Holland.<br /><br />Central location right next to The Hague HS station. The city centre is within walking (10mins) distance. Living room with bedroom, open kitchen and bathroom with soft bath towels. Perfect for a night or longer stay in The Hague, your own skyscraper apartment!<br /><br />The tower also features a business lounge with free access and a basic fitness facility (free entrance). New York's famous flatiron building served as t",300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Rivierenbuurt-Zuid,52.07246,4.32496,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$251.00,173
886695,"<b>The space</b><br />Near international institutions and the old center of Voorburg, with the center of The Hague easily reached by train, tram and bus, you will find a modest but comfortable and peaceful room for one person. There is running water in the room and a bathroom next to it, with a shower and bath and a washing machine. The bathroom is shared.<br />The room sits in an older family townhouse in green surroundings. In the morning you can make your breakfast in the kitchen and eat it in the dining room. <br /><br />I am happy to help you find your way around, be it on the spot or the places to see in Holland.<br /><br />Near the house are shops and restaurants, and sportfacilities. You can park your car for free not far away.<br /><br />Welcome!<br />Bienvenue!<br />Benvenuto!<br /><br />English spoken<br />On parle Français<br />Si parla Italiano",4701028,Renee,100%,,"['email', 'phone']",Binckhorst,52.07515,4.35066,Private room,,1 bath,"[""Hot water"", ""Bed linens"", ""Fire extinguisher"", ""Essentials"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Coffee maker"", ""Refrigerator"", ""Iron"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Patio or balcony"", ""Extra pillows and blankets""]",$12.00,10
901609,"Light and bright apartment (100 m2) right in the center of The Hague. Very comfortable and cosy.  All amenities. Magnificent roof terrace for use in summer.  Bicycle storage. City bikes available.<br /><br />Parking place close by.<br /><br />Bakery, supermarket and public transport around the corner. Wifi. <br /><br />Check in and check out flexibel: depending on arriving and leaving guests. In general check in after 14.30 until 21.00, check out before 11.00<br /><br />Use of bicycles and the parking in garage is at tenant's risk.<br /><br /><b>The space</b><br />Bright and comfortable loft right in the center of The Hague. Colourfully furnished, warm and cosy.   100 m2.  Private entrance, very clean.<br /><br />For one or more persons. Please read house rules before you book.<br /><br />In fact it is one big space, divided in a sleeping and living area. A topfloor of a listed monumental house with many windows and nice views. It contains a funny kitchenette with all utilities: small ",4817186,Yolande,100%,90%,"['email', 'phone']",Kortenbos,52.07683,4.30513,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Crib"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Met vriesvak refrigerator"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Microwave"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Outdoor dining area"", ""Private patio or balcony"", ""Long term stays allowed"", ""Cleaning before checkout"", ""Smoke alarm"", ""Bikes"", ""Iron"", ""Free washer \u2013 In unit"", ""Free parking garage on premises \u2013 1 space"", ""Children\u2019s dinnerware"", ""Clothing storage: closet and wardrobe"", ""HDTV with premium cable, standard cable"", ""Cleaning products"", ""Sound system with aux"", ""Twee pitten induction stove"", ""Private entrance"", ""Wine glasses"", ""Changing table"", ""Fast wifi \u2013 59 Mbps"", ""Coffee maker"", ""Hair dryer"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Body soap"", ""Outdoor furniture"", ""Toaster"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dishwasher"", ""Dining table"", ""Hangers"", ""Children\u2019s books and toys"", ""Central heating""]",$106.00,252
1006742,"In a quiet neighbourhood, near the beach I have a very nice room available( 2 doublebed rooms). The house is is nicely furnished, light and close to all kinds of shops. A big supermarket is only 500 metres from the house.<br />Public transport into the citycentre(tram 3 and bus 24) 800 metres from the house. Tram 12, to HSstation 400 metres. In 15 minutes you walk to the beach.<br /><br /><b>The space</b><br />Mooie ruime comfortabele kamer in Den Haag, vlakbij het strand, het Centrum van Den Haag en Scheveningen). <br />Je kunt de hele etage huren die geschikt is voor 4 personen, of 1 enkele kamer.(zie hiervoor mijn andere advertenties)<br /><br />Het is op de tweede etage in ons huis, heel licht en zonnig. Gezellig ingericht. Twee aparte kamers en een badkamer met douche, toilet en wastafel<br /><br />Kamer 1: 2 persoonsbed en wastafel(zie foto)<br />Kamer 2: 2 persoonsbed queen size<br /><br />Op alle kamers staat een grote flatscreen tv, waterkoker, koffie en thee. Een magnetron en",5537414,Ingrid,100%,64%,"['email', 'phone']",Bloemenbuurt-Oost,52.07691,4.26241,Private room,,1 shared bath,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Pocket wifi"", ""Refrigerator"", ""Iron"", ""Children\u2019s dinnerware"", ""Dryer"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers"", ""Children\u2019s books and toys""]",$39.00,135
1040986,"My apartment is located in a monumental building right in the friendly old town of Delft. There is a private bathroom and kitchen and the appartment is provided with all the comforts.<br /><br /><b>The space</b><br />This apartment is cosy and warmly decorated and has a separate floor to sleep. There is Wi-Fi, tv, DVDs, books and a record player. At the bar by the kitchen you can chat with each other, eating or working.<br /><br /><b>Other things to note</b><br />The apartment is accessible via a steep staircase, for people with walking difficulties, this can be a problem.",5704124,Inge & Mirjam,100%,96%,"['email', 'phone']",Vliegeniersbuurt,52.01049,4.35961,Entire home/apt,,1 bath,"[""Hot water"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$72.00,126
1082476,"You can only book the 2 rooms if 1 of the other's isn't booked.<br /><br /><b>The space</b><br />Two large very comfortable rooms in the Hague near the beach of The Hague (1,3 km, 10 min. walking distance) and Scheveningen (2,8 km). <br />We have a nice floor for rent for Bed+Breakfast or just the rooms. The rooms can be rented together, or separately. <br />(see my other advertisement for the calender as well)<br /><br />It's fit for maximum 4 persons.<br />It is on the 2nd floor, of our house, very sunny, and nicely decorated. It has 2 rooms a separate bathroom with sink, shower + toilet. <br />Room 1: double bed, sink <br />Room 2: Single bed + sleeping couch (double bed)<br /><br />If you want to stay for over 3 days the price is negotiable.<br /><br />Wireless internet available .<br /><br />Guest do have a fridge on their floor.<br /><br />Free coffee and tea.<br /><br />Distances:<br />The Hague center: 4 km <br />Public transportation: 250 meter (tram number 12)<br />Centraal s",5537414,Ingrid,100%,64%,"['email', 'phone']",Bloemenbuurt-Oost,52.07818,4.26116,Private room,,1 shared bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Dryer"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$39.00,38
1229850,"Fully independent amazing studio apartment on the 30th floor of The Hague Tower, welcome to The Penthouse Apartments on Top of the City. 40km views on the west side: The Hague city and the coastline up to Hoek van Holland.<br /><br />Enjoy your comfortable skyscraper home! Includes comfortable double bed, Samsung Smart-TV and Nespresso machine.<br /><br /><b>The space</b><br />Central location right next to The Hague HS station. The city centre is within walking (10mins) distance. Living room with bedroom, open kitchen and bathroom with soft bath towels. Perfect for a night or longer stay in The Hague, your own skyscraper apartment<br /><br />The tower also features a business lounge with free access and a basic fitness facility (free entrance). New York's famous flatiron building served as the inspiration for the building's architecture.<br /><br />QUESTIONS & ANSWERS<br /><br />- You can check availability on the calendar on this page. The information is always up to date. <br /><br ",300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Huygenspark,52.07137,4.32465,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$213.00,326
1237312,"Fully independent amazing studio apartment on the 30th floor of The Hague Tower, welcome to The Penthouse Apartments on Top of the City.  Enjoy stunning views toward the West (coastline, The Hague) and the South (Delft, Rotterdam). The corner studios are the most beautiful ones!<br /><br />Enjoy your comfortable skyscraper home! Includes comfortable double bed, Samsung Smart-TV and Nespresso machine.<br /><br /><b>The space</b><br />Amazing studio apartment on one of the topfloors (30th) of The Hague Tower. This is Studio 736, with views toward the West (coastline, The Hague) and the South (Delft, Rotterdam). The corner studios are the most beautiful ones!<br /><br />Central location right next to The Hague HS station. The city centre is within walking (10mins) distance. Living room with bedroom, open kitchen and bathroom with soft bath towels. Perfect for a night or longer stay in The Hague, your own skyscraper apartment!<br /><br />The tower also features a business lounge with free ",300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Huygenspark,52.07137,4.32465,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$232.00,167
1237332,"Fully independent amazing studio apartment on the 30th floor of The Hague Tower, welcome to The Penthouse Apartments on Top of the City.  40km views on the souther side: The Hague, Delft and up to Rotterdam.<br /><br />Enjoy your comfortable skyscraper home! Includes comfortable double bed, Samsung Smart-TV and Nespresso machine.<br /><br /><b>The space</b><br />Amazing studio apartment on one of the topfloors (30th) of The Hague Tower. This is Studio 738. Views are towards the South (Rijswijk/Delft/Rotterdam) and reach up to 45km!<br /><br />Central location right next to The Hague HS station. The city centre is within walking (10mins) distance. Living room with bedroom, open kitchen and bathroom with soft bath towels. Perfect for a night or longer stay in The Hague, your own skyscraper apartment!<br /><br />The tower also features a business lounge with free access and a basic fitness facility (free entrance). New York's famous flatiron building served as the inspiration for the buil",300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Huygenspark,52.07137,4.32465,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$226.00,306
1237340,"Fully independent amazing studio apartment on the 30th floor of The Hague Tower, welcome to The Penthouse Apartments on Top of the City. 40km views on the west side: The Hague city and the coastline up to Hook of Holland.<br /><br />Enjoy your comfortable skyscraper home! Includes comfortable double bed, Samsung Smart-TV and Nespresso machine.<br /><br /><b>The space</b><br />Amazing studio apartment on one of the topfloors (30th) of The Hague Tower. This is Studio 733, with views toward the West (coastline, The Hague).<br /><br />Central location right next to The Hague HS station. The city centre is within walking (10mins) distance. Living room with bedroom, open kitchen and bathroom with soft bath towels. Perfect for a night or longer stay in The Hague, your own skyscraper apartment!<br /><br />The tower also features a business lounge with free access and a basic fitness facility (free entrance). New York's famous flatiron building served as the inspiration for the building's archi",300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Rivierenbuurt-Zuid,52.07199,4.32551,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$215.00,403
1260071,"<b>The space</b><br />Welcome international traveller, <br />How nice that you're visiting our airbnb- page! Our Beach&City is situated in a lushy, green neighborhood with gardens and parks, within walking distance of the dunes and the Northsea beach. We like to welcome you in our small but complete and selfsupporting apartment with its own, private entrance and patio, toilet/shower, desk, free WiFi acces, <br /><br />The Hague, being the International City of Justice and Peace is hosting the International Criminal Court, Europol, most of the embassies and the World Forum Convention Center. You can visit the GEM fotomuseum, Gemeentemuseum and Omniversum. City centre and shopping areas are nearby. Public transport is excellent. There is free parking in front of our door<br />Tourist tax has more then doubled for (PHONE NUMBER HIDDEN)€ pppn, and this is not included in the price.<br /><br />A peaceful place to rest, relax or concentrate, hospitality in the highest degree, guest interacti",6839100,Karen,100%,95%,"['email', 'phone']",Vogelwijk,52.08224,4.25996,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""2 electrische pitten stainless steel stove"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Private patio or balcony"", ""Outdoor dining area"", ""Heating"", ""Smoke alarm"", ""Pocket wifi"", ""Iron"", ""Free street parking"", ""Clothing storage: closet and wardrobe"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Coffee maker"", ""Hair dryer"", ""Met vriesvakje refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Shampoo"", ""Baking sheet"", ""Body soap"", ""Outdoor furniture"", ""Backyard"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$82.00,83
